locality,proprety_type,price,bedrooms,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool,commune_code
7370 Dour,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,120.0,220.0,3.0,4,0.0,7370
6001 Marcinelle,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6001
8434 Westende,1,160000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8434
7030 Saint-Symphorien,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7030
7340 Paturages,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7340
2050 Antwerp,1,160000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,2,0.0,2050
8530 Harelbeke,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8530
4431 Loncin,4,160000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,2.0,4,0.0,4431
4130 MRY,1,160000,3.0,0,0.0,0.0,1.0,84.0,1.0,40.0,105.0,0.0,3.0,1,0.0,4130
4431 Loncin,4,160000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,4,0.0,4431
1180 Uccle,0,160000,2.0,2,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,3.0,4,0.0,1180
4430 Ans,1,160000,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4430
4960 Malmedy,4,160000,3.0,2,0.0,0.0,1.0,13.0,0.0,0.0,144.0,90.0,2.0,4,0.0,4960
4000 Lige,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,2.0,4,0.0,4000
1070 Anderlecht,1,160000,1.0,2,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,4,0.0,1070
1050 Ixelles,0,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,1050
2100 Antwerpen,4,160000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,3.0,3,0.0,2100
7640 Antoing,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,2.0,5,0.0,7640
3560 Lummen,1,160000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,3.0,1,0.0,3560
4900 Spa,4,160000,4.0,2,0.0,0.0,1.0,40.0,0.0,0.0,215.0,0.0,2.0,1,0.0,4900
3590 Diepenbeek,4,160000,1.0,2,0.0,0.0,1.0,5.0,0.0,0.0,65.0,0.0,2.0,5,0.0,3590
7020 NIMY MONS,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7020
1430 REBECQ,4,160000,3.0,4,0.0,0.0,1.0,40.0,0.0,0.0,150.0,40.0,2.0,1,0.0,1430
1600 Sint-Pieters-Leeuw,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,2,0.0,1600
7500 Tournai,1,160000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,2.0,4,0.0,7500
7800 Ath,4,160000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,1.0,3,0.0,7800
7340 Colfontaine,4,160000,3.0,2,0.0,0.0,0.0,0.0,1.0,40.0,178.0,320.0,3.0,4,0.0,7340
8800 Roeselare,4,160000,3.0,2,0.0,0.0,0.0,0.0,1.0,145.0,131.0,221.0,2.0,4,0.0,8800
6180 Courcelles,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,90.0,550.0,3.0,4,0.0,6180
7783 Bizet,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7783
8530 Harelbeke,1,160000,1.0,2,0.0,0.0,1.0,12.0,1.0,30.0,74.0,0.0,4.0,4,0.0,8530
3530 Houthalen,1,160000,4.0,2,1.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,2.0,5,0.0,3530
7110 Maurage,4,160000,3.0,2,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7110
7643 Fontenoy,4,160000,3.0,4,0.0,0.0,0.0,0.0,1.0,300.0,159.0,440.0,3.0,2,0.0,7643
7700 Mouscron,4,160000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,2.0,4,0.0,7700
1180 Uccle,0,160000,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,1180
2140 Antwerpen,1,160000,2.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4,0.0,2140
6180 Courcelles,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,3.0,5,0.0,6180
6061 Charleroi,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,3.0,5,0.0,6061
6740 Etalle,4,160000,3.0,2,0.0,0.0,0.0,0.0,1.0,163.0,222.0,367.0,4.0,0,0.0,6740
6041 Gosselies,4,160000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,3.0,4,0.0,6041
6041 Gosselies,1,160000,1.0,6,0.0,0.0,1.0,5.0,0.0,0.0,68.0,0.0,2.0,5,0.0,6041
7190 Ecaussinnes,4,160000,2.0,2,0.0,0.0,0.0,0.0,1.0,81.0,0.0,150.0,2.0,4,0.0,7190
8380 Zeebrugge,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,2.0,4,0.0,8380
9060 Zelzate,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,113.0,75.0,3.0,4,0.0,9060
1070 Anderlecht,1,160000,1.0,2,0.0,0.0,1.0,8.0,0.0,0.0,65.0,0.0,2.0,4,0.0,1070
7331 Saint-Ghislain,4,160000,2.0,6,0.0,0.0,0.0,0.0,1.0,120.0,0.0,250.0,2.0,4,0.0,7331
4030 Lige Grivegne,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,2.0,3,0.0,4030
4000 Lige,4,160000,4.0,2,0.0,0.0,1.0,50.0,0.0,0.0,310.0,254.0,3.0,1,0.0,4000
3580 Beringen,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,3580
4432 Ans,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,2.0,5,0.0,4432
8790 Waregem,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,4,0.0,8790
4800 ENSIVAL,4,160000,3.0,2,0.0,0.0,1.0,14.0,1.0,60.0,110.0,105.0,2.0,2,0.0,4800
9260 Aalst,4,160000,2.0,2,0.0,0.0,1.0,30.0,0.0,0.0,135.0,114.0,2.0,4,0.0,9260
7830 Silly,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,160.0,3.0,4,0.0,7830
7950 Chivres,1,160000,2.0,4,0.0,0.0,1.0,5.0,0.0,0.0,73.0,0.0,4.0,4,0.0,7950
8940 Wervik,4,160000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,180.0,139.0,2.0,4,0.0,8940
4287 Racour,4,160000,3.0,0,0.0,0.0,1.0,10.0,0.0,0.0,135.0,215.0,2.0,1,0.0,4287
4420 Saint-Nicolas,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,184.0,407.0,4.0,2,0.0,4420
9400 Ninove,4,160000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,110.0,2.0,1,0.0,9400
1060 Saint-Gilles,1,160000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,4,0.0,1060
1082 Sint-Agatha-Berchem,1,160000,1.0,2,0.0,0.0,1.0,8.0,0.0,0.0,54.0,0.0,2.0,5,0.0,1082
1703 Dilbeek Schepdaal,1,160000,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,2.0,4,0.0,1703
3400 Landen,1,160000,2.0,2,0.0,0.0,0.0,0.0,1.0,50.0,84.0,0.0,3.0,4,0.0,3400
4800 Verviers,4,160000,6.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,2.0,2,0.0,4800
7500 Tournai,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,140.0,164.0,2.0,2,0.0,7500
3730 Hoeselt,1,160000,2.0,2,0.0,0.0,1.0,16.0,0.0,0.0,94.0,0.0,2.0,4,0.0,3730
4020 Lige 2,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0,4020
7060 Soignies,4,160000,3.0,0,0.0,0.0,0.0,0.0,1.0,30.0,160.0,130.0,3.0,4,0.0,7060
9300 Aalst,4,160000,5.0,5,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,2.0,2,0.0,9300
6791 Athus,1,160000,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6791
4100 Seraing,4,160000,2.0,2,0.0,0.0,1.0,16.0,0.0,0.0,110.0,215.0,3.0,2,0.0,4100
4800 Verviers,4,160000,5.0,0,0.0,0.0,0.0,0.0,1.0,298.0,175.0,407.0,2.0,3,0.0,4800
4800 Verviers,4,160000,4.0,0,0.0,0.0,0.0,0.0,1.0,298.0,175.0,407.0,2.0,3,0.0,4800
2800 Mechelen,1,160000,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,4,0.0,2800
4420 Tilleur,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,145.0,100.0,3.0,4,0.0,4420
8530 Harelbeke,1,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,2.0,5,0.0,8530
9240 Zele,1,160000,2.0,2,0.0,0.0,1.0,3.0,0.0,0.0,74.0,0.0,2.0,4,0.0,9240
9620 Zottegem,1,160000,2.0,2,0.0,0.0,1.0,3.0,0.0,0.0,68.0,0.0,2.0,4,0.0,9620
3800 Sint-Truiden,1,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,3800
6000 Charleroi,1,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,2.0,4,0.0,6000
7090 Braine-le-Comte,1,160000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,4,0.0,7090
8380 Zeebrugge,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,4,0.0,8380
8550 Zwevegem,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0,8550
8820 Torhout,1,160000,1.0,2,0.0,0.0,0.0,0.0,1.0,35.0,72.0,0.0,3.0,4,0.0,8820
4287 Lincent,4,160000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,130.0,468.0,3.0,1,0.0,4287
5020 Malonne,4,160000,4.0,4,0.0,0.0,0.0,0.0,1.0,514.0,130.0,2670.0,3.0,1,0.0,5020
8647 Lo,4,160000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,2.0,1,0.0,8647
4800 Lambermont,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,146.0,172.0,2.0,4,0.0,4800
1300 Wavre,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,4,0.0,1300
1400 Nivelles,1,160000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,2.0,2,0.0,1400
2300 Turnhout,1,160000,2.0,3,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,4,0.0,2300
8000 Brugge,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8000
9880 Aalter,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,9880
7030 St-Symphorien,4,160000,3.0,4,0.0,0.0,1.0,16.0,1.0,450.0,140.0,585.0,2.0,4,0.0,7030
7063 Neufvilles,4,160000,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1700.0,3.0,4,0.0,7063
7500 Tournai,1,160000,1.0,6,0.0,0.0,1.0,6.0,0.0,0.0,54.0,0.0,2.0,4,0.0,7500
1070 Anderlecht,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,2.0,2,0.0,1070
7350 Hensies Thulin,4,160000,5.0,2,0.0,0.0,0.0,0.0,1.0,1600.0,223.0,2160.0,4.0,1,0.0,7350
4520 Wanze,4,160000,1.0,2,0.0,0.0,0.0,0.0,1.0,480.0,108.0,670.0,3.0,2,0.0,4520
7080 Noirchain,4,160000,2.0,2,0.0,0.0,1.0,12.0,0.0,0.0,116.0,290.0,3.0,4,0.0,7080
9060 Zelzate,4,160000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,113.0,70.0,2.0,4,0.0,9060
4500 Huy,4,160000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,2.0,3,0.0,4500
4100 Seraing,4,160000,2.0,2,0.0,0.0,1.0,16.0,0.0,0.0,128.0,299.0,3.0,4,0.0,4100
7900 Leuze-En-Hainaut,4,160000,2.0,2,0.0,0.0,0.0,0.0,1.0,640.0,107.0,700.0,3.0,3,0.0,7900
6600 Bastogne,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,2.0,3,0.0,6600
8620 Nieuwpoort,1,160000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2.0,5,0.0,8620
7020 Nimy,4,160000,3.0,2,0.0,0.0,1.0,7.0,0.0,0.0,110.0,50.0,2.0,5,0.0,7020
6600 Bastogne,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,2.0,5,0.0,6600
9700 Oudenaarde,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,9700
3840 Borgloon,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,85.0,127.0,2.0,4,0.0,3840
2060 Antwerp,1,160000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,2.0,4,0.0,2060
5620 Florennes,4,160000,10.0,0,0.0,0.0,1.0,150.0,1.0,150.0,380.0,464.0,2.0,4,0.0,5620
1120 Bruxelles,0,160000,1.0,2,0.0,0.0,1.0,7.0,0.0,0.0,46.0,0.0,1.0,4,0.0,1120
6780 Messancy,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,2.0,4,0.0,6780
2270 Herenthout,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,157.0,600.0,4.0,1,0.0,2270
7100 Haine-Saint-Pierre,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2.0,4,0.0,7100
9051 Sint-Denijs-Westrem,1,160000,1.0,2,0.0,0.0,1.0,20.0,0.0,0.0,70.0,0.0,2.0,5,0.0,9051
6040 Jumet,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,2.0,2,0.0,6040
7160 Chapelle-lez-Herlaimont,4,160000,3.0,0,0.0,0.0,0.0,0.0,1.0,460.0,0.0,460.0,2.0,5,0.0,7160
7500 Tournai,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,2.0,4,0.0,7500
7904 TOURPES,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7904
8500 Kortrijk,4,160000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,127.0,70.0,2.0,4,0.0,8500
4830 Limbourg,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,3.0,1,0.0,4830
6031 Monceau-sur-Sambre,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4,0.0,6031
8000 Brugge,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,3.0,1,0.0,8000
4040 Herstal,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,4,0.0,4040
8380 Zeebrugge,1,160000,1.0,2,0.0,0.0,1.0,10.0,0.0,0.0,85.0,0.0,2.0,4,0.0,8380
2440 Geel,4,160000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,2.0,4,0.0,2440
1083 Ganshoren,1,160000,1.0,2,0.0,0.0,1.0,3.0,0.0,0.0,55.0,0.0,2.0,4,0.0,1083
7390 Quaregnon,4,160000,3.0,2,0.0,0.0,1.0,33.0,0.0,0.0,129.0,210.0,2.0,4,0.0,7390
6200 Chatelet,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,2.0,4,0.0,6200
6887 Herbeumont,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,3.0,4,0.0,6887
7012 Jemappes,4,160000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,4.0,4,0.0,7012
7141 Carnires,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,2.0,4,0.0,7141
7604 Callenelle,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,110.0,790.0,3.0,4,0.0,7604
4041 Vottem,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4041
5190 Jemeppe-sur-Sambre,4,160000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,5190
6500 Beaumont,4,160000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,2.0,1,0.0,6500
7390 Quaregnon,4,160000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,337.0,3.0,2,0.0,7390
7330 Saint-Ghislain,4,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,2.0,4,0.0,7330
9400 Ninove,1,160000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,9400
6500 Beaumont,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5,0.0,6500
5630 Daussois,4,160000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1074.0,3.0,4,0.0,5630
6200 Chtelet,4,160000,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6200
7020 Nimy,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7020
6220 Lambusart,4,160000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6220
8500 Kortrijk,1,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,2.0,4,0.0,8500
6150 Anderlues,1,160000,1.0,2,0.0,0.0,1.0,7.0,0.0,0.0,85.0,0.0,2.0,5,0.0,6150
9930 Zomergem,4,160000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,4.0,4,0.0,9930
1140 Evere,0,160000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,2.0,4,0.0,1140
3630 Maasmechelen,4,160302,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,3630
1390 Grez-Doiceau,4,1650000,4.0,2,0.0,0.0,0.0,0.0,1.0,51.0,660.0,5857.0,4.0,2,0.0,1390
1000 Bruxelles,1,1650000,3.0,6,0.0,0.0,1.0,24.0,0.0,0.0,229.0,0.0,2.0,5,0.0,1000
1380 OHAIN,4,1650000,2.0,2,0.0,0.0,1.0,45.0,1.0,700.0,600.0,2233.0,4.0,5,0.0,1380
1180 Uccle,5,1650000,5.0,2,0.0,0.0,1.0,70.0,0.0,0.0,350.0,800.0,4.0,4,0.0,1180
1050 Ixelles,4,1650000,3.0,7,0.0,0.0,1.0,6.0,0.0,0.0,271.0,0.0,2.0,5,0.0,1050
8300 Knokke-Heist,1,1650000,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,3.0,5,0.0,8300
5537 Anhee,4,1650000,8.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2274.0,30000.0,4.0,2,0.0,5537
6640 Vaux-sur-Sure,4,1650000,9.0,6,0.0,0.0,1.0,140.0,1.0,5650.0,424.0,6000.0,4.0,5,0.0,6640
8760 Meulebeke,5,1650000,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,821.0,30158.0,2.0,5,0.0,8760
9000 Gent,4,1650000,9.0,2,0.0,0.0,0.0,0.0,0.0,0.0,389.0,141.0,2.0,4,0.0,9000
8300 Knokke,1,1650000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,2.0,4,0.0,8300
1980 Zemst,6,1650000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,455.0,13246.0,2.0,5,0.0,1980
8340 Moerkerke,5,1650000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8340
2600 Antwerp,4,1650000,9.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,2.0,5,0.0,2600
2110 Wijnegem,2,1650000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,2.0,4,0.0,2110
8380 Zeebrugge,4,1650000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0,8380
2600 Berchem,4,1650000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,2.0,4,0.0,2600
7970 Beloeil,4,1650000,7.0,2,0.0,0.0,0.0,0.0,0.0,0.0,587.0,188360.0,4.0,5,0.0,7970
2580 Putte,5,1650000,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,463.0,17200.0,4.0,5,0.0,2580
6530 Thuin,6,1650000,6.0,2,0.0,0.0,0.0,0.0,0.0,0.0,843.0,4820.0,4.0,5,0.0,6530
8500 Kortrijk,2,1650000,3.0,6,0.0,0.0,1.0,24.0,0.0,0.0,205.0,0.0,2.0,4,0.0,8500
1050 Bruxelles,4,1645000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,1050
1200 Woluwe-Saint-Lambert,4,1645000,4.0,6,0.0,0.0,0.0,0.0,1.0,450.0,460.0,880.0,4.0,5,0.0,1200
1050 Ixelles,1,1640000,3.0,6,1.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,2.0,5,0.0,1050
1050 Ixelles,1,1640000,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,2.0,5,0.0,1050
1150 Woluwe-St-Pierre,2,1640000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,1150
2610 Wilrijk,5,1625000,4.0,6,0.0,0.0,0.0,0.0,0.0,0.0,276.0,691.0,4.0,5,0.0,2610
1360 Perwez Thorembais-les-Bguines,4,1620000,11.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,10250.0,4.0,1,0.0,1360
1000 Bruxelles,2,1600000,2.0,2,0.0,0.0,1.0,36.0,0.0,0.0,220.0,0.0,2.0,4,0.0,1000
1050 Ixelles,4,1600000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,2.0,5,0.0,1050
7603 BON-SECOURS,4,1600000,39.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1827.0,0.0,2.0,4,0.0,7603
2000 Antwerp,1,1600000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,2.0,5,0.0,2000
1000 Bruxelles,4,1600000,1.0,2,0.0,0.0,1.0,15.0,0.0,0.0,400.0,0.0,2.0,4,0.0,1000
1000 Bruxelles,2,1600000,2.0,2,0.0,0.0,1.0,36.0,0.0,0.0,217.0,0.0,2.0,4,0.0,1000
1400 Nivelles,4,1600000,30.0,2,1.0,0.0,0.0,0.0,0.0,0.0,2600.0,5000.0,4.0,4,0.0,1400
1602 Sint-Pieters-Leeuw Vlezenbeek,4,1600000,3.0,6,1.0,0.0,0.0,0.0,1.0,2000.0,0.0,2757.0,4.0,5,0.0,1602
8020 Hertsberge,5,1600000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,549.0,9041.0,4.0,4,0.0,8020
3550 ZOLDER,4,1600000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2960.0,3.0,4,0.0,3550
6940 Durbuy,4,1600000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,898.0,6705.0,4.0,5,0.0,6940
1600 St-Pieters-Leeuw,5,1600000,3.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,4.0,5,0.0,1600
8500 Kortrijk,5,1600000,3.0,7,0.0,0.0,0.0,0.0,1.0,1570.0,325.0,3500.0,4.0,5,0.0,8500
1150 Woluwe-Saint-Pierre,5,1599000,5.0,2,0.0,0.0,1.0,55.0,1.0,300.0,460.0,792.0,4.0,4,0.0,1150
1150 Woluwe-Saint-Pierre,5,1599000,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,460.0,792.0,4.0,5,0.0,1150
1000 Bruxelles,4,1595000,6.0,7,0.0,0.0,0.0,0.0,0.0,0.0,450.0,192.0,2.0,4,0.0,1000
1560 Hoeilaart,5,1595000,5.0,6,0.0,0.0,1.0,30.0,0.0,0.0,400.0,2053.0,4.0,5,0.0,1560
8420 De Haan,5,1595000,5.0,2,0.0,0.0,1.0,50.0,1.0,700.0,339.0,938.0,4.0,4,0.0,8420
1390 Grez-Doiceau,5,1595000,5.0,7,0.0,0.0,1.0,300.0,1.0,5000.0,380.0,5200.0,4.0,4,0.0,1390
7090 Braine-le-Comte,4,1595000,8.0,2,0.0,0.0,0.0,0.0,0.0,0.0,948.0,15641.0,2.0,5,0.0,7090
1780 Wemmel,4,1595000,5.0,2,0.0,0.0,1.0,57.0,1.0,1500.0,350.0,1760.0,4.0,4,0.0,1780
8300 Knokke-Heist,4,1595000,4.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5,0.0,8300
8300 Knokke-Heist Knokke,4,1595000,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,190.0,83.0,2.0,5,0.0,8300
1000 BRUXELLES,4,1595000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,2.0,4,0.0,1000
1560 Hoeilaart,5,1595000,5.0,6,0.0,0.0,1.0,30.0,1.0,1500.0,505.0,2053.0,4.0,3,0.0,1560
1640 Rhode-Saint-Gense,5,1595000,6.0,2,0.0,0.0,0.0,0.0,0.0,0.0,650.0,2000.0,4.0,5,0.0,1640
1380 Lasne,4,1595000,7.0,2,0.0,0.0,1.0,80.0,0.0,0.0,420.0,2200.0,4.0,4,0.0,1380
2630 Aartselaar,5,1595000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,350.0,6937.0,4.0,3,0.0,2630
8300 Knokke,1,1595000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8300
